Word,"CONTROL_SOBOLEVSKY","KIREEVSKY","PESENNIKI","RUSCORPORA","RUSSKIE_PESNI","SOBOLEVSKY"
"призвание",0,0,0,0.0041212173,0,0
"протягивать",0.0083451556,0.0032150464,0.0097727828,0.0027296374,0.0018078279,0.0032478201
"пятьдесят",0.0041725778,0.004018808,0.0048863914,0.0007493122,0,0.0106987016
"разгульный",0,0,0,0.003532472,0.0180782789,0.0001910482
"разыгрываться",0,0.004018808,0.0097727828,0.0013915799,0.0180782789,0.0064956403
"рассекать",0,0,0,0.0038000835,0.0054234837,0.0005731447
"сажать",0,0.0032150464,0.0048863914,0.0019268029,0,0.0068777368
"сетовать",0,0,0,0.004067695,0.0018078279,0
"скончаться",0,0.0176827553,0,0.0025155482,0,0.0015283859
"скорбеть",0,0,0,0.004067695,0,0.0001910482
"слобода",0.0041725778,0.0168789937,0.0097727828,0.0001070446,0,0.0097434604
"спасаться",0,0.0008037616,0,0.0033183828,0,0.0026746754
"ткать",0.0125177335,0.0056263312,0.0195455656,0.0003746561,0.0018078279,0.0105076534
"тощий",0,0,0,0.004067695,0,0.0001910482
"тропинка",0,0.0016075232,0.0146591742,0.0029437267,0,0.0032478201
"услада",0,0,0,0.004067695,0.0018078279,0
"учитель",0,0,0,0.0041212173,0,0
"фантазия",0,0,0,0.0041212173,0,0
"хохотать",0,0,0,0.004067695,0,0.0001910482
"художник",0,0,0,0.0041212173,0,0
"чернуть",0.0041725778,0,0,0.0003746561,0,0.0131823288
"щадить",0,0,0,0.0041212173,0,0
"эрот",0,0,0,0.0041212173,0,0
"благоговение",0,0,0,0.004067695,0,0
"блюдо",0,0.0064300928,0.0048863914,0.0019268029,0.0036156558,0.0055403991
"ведьма",0,0.0008037616,0,0.0039071281,0.0036156558,0
"великолепный",0,0,0,0.004067695,0,0
"вертеться",0,0,0,0.0038000835,0.0018078279,0.000764193
"водица",0.0166903113,0.0144677089,0.0097727828,0.0003746561,0.0036156558,0.0082150745
"воз",0,0.0016075232,0.0048863914,0.0024620259,0,0.0051583026
"годиться",0,0.0104489009,0.0097727828,0.0023549813,0.0018078279,0.0030567719
"гудеть",0.0083451556,0.0024112848,0.0097727828,0.0027296374,0.0126547953,0.0021015307
"загреметь",0.0041725778,0.0008037616,0,0.0036395166,0.0018078279,0.0009552412
"залив",0,0,0,0.0040141727,0,0.0001910482
"избегать",0,0,0,0.0040141727,0.0018078279,0
"испугаться",0,0.0128601857,0,0.0024085036,0.0036156558,0.0024836272
"катить",0,0.008037616,0.0097727828,0.0025690705,0,0.0030567719
"кораблик",0.0166903113,0.0144677089,0,0.0003746561,0.0018078279,0.0087882192
"надпись",0,0,0,0.0037465612,0.0054234837,0.0005731447
"омрачать",0,0,0,0.0040141727,0.0018078279,0
"опираться",0,0,0,0.0039606504,0.0018078279,0.0001910482
"отгадывать",0,0.0072338544,0,0.0021944144,0.0018078279,0.0047762061
"отрок",0,0,0,0.004067695,0,0
"отрывать",0,0,0,0.0033719051,0.0072313116,0.0017194342
"пашенька",0.0125177335,0.0088413776,0,5.35223027435532E-005,0,0.0116539429
"пиит",0,0,0,0.004067695,0,0
"позади",0.0125177335,0.008037616,0,0.0007493122,0.0018078279,0.0091703157
"полынь",0.0166903113,0.0096451393,0,0.0006957899,0.0090391395,0.0080240262
"поспешно",0,0,0,0.004067695,0,0
"прижиматься",0,0.0008037616,0,0.0037465612,0.0072313116,0.0001910482
"приниматься",0,0.0008037616,0,0.0032648605,0,0.0026746754
"прогнать",0,0,0,0.0036395166,0.0054234837,0.0009552412
"прошлое",0,0,0,0.0039071281,0.0054234837,0
"развивать",0,0.0008037616,0.0097727828,0.0031578159,0.0054234837,0.0021015307
"рдеть",0,0,0,0.0039071281,0.0054234837,0
"ров",0,0,0,0.0040141727,0,0.0001910482
"сжалиться",0,0,0.0146591742,0.0034789497,0.0126547953,0.0001910482
"сок",0,0.0008037616,0.0048863914,0.0039071281,0.0018078279,0
"судно",0,0.004018808,0.0048863914,0.0028902043,0,0.0030567719
"тетушка",0.0041725778,0.0096451393,0.0048863914,0.0008563568,0,0.0087882192
"удивляться",0,0.0016075232,0,0.0034254274,0.0018078279,0.0017194342
"узкий",0,0,0,0.0034789497,0,0.0021015307
"услуга",0,0,0,0.0038000835,0.0036156558,0.0005731447
"царственный",0,0,0,0.004067695,0,0
"авось",0,0.008037616,0.0097727828,0.0025690705,0.0054234837,0.0022925789
"безбрежный",0,0,0,0.0040141727,0,0
"безумство",0,0,0,0.0040141727,0,0
"бравый",0.0041725778,0.0120564241,0,0.0003746561,0.0018078279,0.0097434604
"брак",0,0,0,0.0038000835,0.0036156558,0.0003820965
"венера",0,0,0,0.0040141727,0,0
"выговаривать",0.0125177335,0.0064300928,0.024431957,0.0002140892,0.0018078279,0.0103166051
"городок",0,0.0064300928,0,0.0011239684,0,0.0087882192
"детинка",0.0333806225,0.0200940401,0.0048863914,5.35223027435532E-005,0,0.0076419297
"завидный",0,0,0,0.0039606504,0.0018078279,0
"заглядывать",0,0,0.0048863914,0.0031042936,0.0036156558,0.0026746754
"зеленеть",0,0.0016075232,0,0.003532472,0.0036156558,0.0009552412
"испивать",0,0.0016075232,0,0.002301459,0,0.0057314473
"истлевать",0,0,0,0.0039606504,0,0.0001910482
"лепет",0,0,0,0.0039606504,0.0018078279,0
"назло",0,0,0,0.0039606504,0,0.0001910482
"налагать",0.0083451556,0.0008037616,0,0.0025155482,0.0018078279,0.0045851578
"невозможно",0,0.008037616,0.0097727828,0.0027831597,0.0036156558,0.0017194342
"немилый",0.0125177335,0.0048225696,0.0097727828,0.0012845353,0.0072313116,0.0068777368
"одолевать",0.0041725778,0.0024112848,0,0.002836682,0.0054234837,0.0028657237
"оседать",0,0,0,0.0040141727,0,0
"отдаление",0,0,0,0.0038000835,0.0036156558,0.0003820965
"оттуда",0,0,0.0097727828,0.0035859943,0.0018078279,0.0009552412
"перышко",0.0041725778,0.0144677089,0,0.0002676115,0.0126547953,0.0084061227
"поспевать",0.0125177335,0.0024112848,0,0.0016056691,0.0018078279,0.0072598333
"праведный",0,0,0,0.0039071281,0,0.0003820965
"придворный",0,0,0,0.0040141727,0,0
"признание",0,0,0,0.0040141727,0,0
"принуждать",0.0041725778,0.0008037616,0.0097727828,0.0031042936,0.0090391395,0.0015283859
"распевать",0,0.0056263312,0,0.0019268029,0.0289252463,0.0030567719
"садовый",0.0125177335,0.0064300928,0.0146591742,0.0004817007,0.0036156558,0.0095524122
"сан",0,0,0,0.0040141727,0,0
"совершенство",0,0,0,0.0040141727,0,0
"соперник",0,0.0008037616,0,0.0039606504,0,0
"урод",0,0,0,0.0037465612,0,0.0009552412
"ходити",0.0125177335,0,0.048863914,0,0,0.0118449911
"шаль",0,0.0072338544,0,0.0021944144,0,0.0047762061
"бесстрашный",0,0,0,0.0039071281,0.0018078279,0
"веровать",0,0,0,0.0038536058,0,0.0003820965
"высушивать",0.0208628891,0.0128601857,0.0195455656,0.0002676115,0.0036156558,0.0080240262
"глухо",0,0,0,0.0039071281,0,0.0001910482
"гуляньице",0.0250354669,0.0136639473,0.0097727828,0,0.0018078279,0.0091703157
"догорать",0,0,0,0.0038536058,0.0036156558,0
"забавный",0,0.0048225696,0.0048863914,0.0027831597,0,0.0028657237
"завыть",0,0,0,0.0036395166,0.0036156558,0.000764193
"заяц",0,0.0032150464,0,0.002997249,0,0.0026746754
"изголовье",0,0.0064300928,0.0048863914,0.0025155482,0.0054234837,0.0028657237
"исступление",0,0,0,0.0039606504,0,0
"кабинет",0,0,0,0.0039606504,0,0
"лиса",0,0.0016075232,0,0.0035859943,0.0018078279,0.000764193
"многое",0,0,0,0.0039606504,0,0
"молодица",0.0083451556,0.008037616,0.0048863914,0.0007493122,0.0018078279,0.0087882192
"мудрено",0,0,0,0.0039606504,0,0
"мыть",0,0.0168789937,0,0.0010704461,0.0018078279,0.0061135438
"нетленный",0,0,0,0.0038536058,0,0.0003820965
"нечистый",0,0,0,0.0039071281,0,0.0001910482
"осушать",0,0,0,0.0038000835,0.0036156558,0.0001910482
"отъезжать",0,0.0088413776,0.0195455656,0.0004281784,0,0.0097434604
"петербург",0,0.0016075232,0,0.0021944144,0,0.0059224955
"полтина",0.0041725778,0.004018808,0.0390911312,0.0002676115,0,0.0105076534
"поприще",0,0.0008037616,0,0.0039071281,0,0
"рабство",0,0,0,0.0039071281,0.0018078279,0
"рожь",0.0208628891,0.0056263312,0.0048863914,0.0013915799,0.0072313116,0.0059224955
"свекровушка",0.0375532004,0.0120564241,0,0,0,0.0095524122
"свинья",0,0.004018808,0,0.0019268029,0,0.006304592
"скупой",0,0,0,0.0034789497,0.0018078279,0.0015283859
"снежок",0.0041725778,0.0120564241,0.0097727828,0.0002140892,0.0090391395,0.0089792674
"создатель",0,0,0,0.0039606504,0,0
"сокровенный",0,0,0,0.0038536058,0.0018078279,0.0001910482
"статься",0.0083451556,0.0016075232,0,0.0030507713,0.0126547953,0.0011462895
"тесно",0,0.0008037616,0,0.0038536058,0,0.0001910482
"толстый",0,0.0048225696,0,0.0024620259,0,0.0042030614
"укоризна",0,0,0,0.0039606504,0,0
"услыхать",0,0.0048225696,0,0.0016591914,0.0018078279,0.0068777368
"череда",0,0,0,0.0039071281,0.0018078279,0
"яблоко",0.0083451556,0.0016075232,0.0048863914,0.002997249,0,0.0024836272
"багряный",0,0,0,0.0038536058,0,0.0001910482
"беззаботный",0.0041725778,0,0,0.0034789497,0.0054234837,0.000764193
"воротить",0.0125177335,0.0104489009,0,0.0014986245,0.0162704511,0.0038209649
"голосок",0.0083451556,0.0064300928,0.0146591742,0.0009098791,0.0018078279,0.0080240262
"гонец",0,0,0,0.0036395166,0,0.0009552412
"двойной",0.0041725778,0,0,0.0037465612,0.0018078279,0.0001910482
"деваться",0.0041725778,0.0048225696,0.0048863914,0.0019268029,0.0144626232,0.0040120131
"драться",0,0.0008037616,0,0.0032648605,0.0018078279,0.0019104824
"затихать",0,0,0,0.0036930389,0.0072313116,0
"копать",0,0.0144677089,0.0048863914,0.0004817007,0,0.008597171
"невод",0.0041725778,0.0008037616,0.0048863914,0.0020873698,0,0.0059224955
"некий",0,0,0,0.0039071281,0,0
"нина",0,0,0,0.0039071281,0,0
"освежать",0,0,0,0.0036930389,0.0072313116,0
"палить",0,0.0016075232,0,0.003532472,0.0036156558,0.0005731447
"пламенно",0,0,0,0.0038000835,0.0036156558,0
"погребальный",0,0,0,0.0037465612,0.0054234837,0
"потешать",0.0041725778,0.004018808,0,0.0017127137,0.0054234837,0.0061135438
"прикрывать",0,0.0024112848,0,0.0032113382,0,0.0019104824
"пурпур",0,0,0,0.0039071281,0,0
"разлучаться",0,0.0032150464,0.0146591742,0.0027831597,0.0198861068,0.0005731447
"сашенька",0,0.008037616,0,0.0002140892,0,0.0112718464
"сгубить",0,0.0024112848,0,0.0022479367,0.0198861068,0.0032478201
"сизенький",0,0.0136639473,0.0097727828,0,0.0036156558,0.0099345087
"смородина",0.0041725778,0.0064300928,0.0048863914,0.0002140892,0.0018078279,0.0110807981
"составлять",0,0.0016075232,0,0.0038000835,0,0
"стрелять",0,0.008037616,0.0097727828,0.0016056691,0,0.0059224955
"строка",0,0,0,0.003532472,0.0036156558,0.0009552412
"счесть",0,0,0,0.0038536058,0,0.0001910482
"терзаться",0,0,0,0.0037465612,0.0036156558,0.0001910482
"утица",0,0.0088413776,0,0.0002140892,0,0.0110807981
"фонарь",0.0083451556,0,0,0.0036930389,0,0.0003820965
"алмазный",0,0,0,0.0033183828,0.0072313116,0.0011462895
"бессмысленный",0,0,0,0.0038536058,0,0
"бочка",0.0041725778,0.0048225696,0.0097727828,0.0025155482,0,0.0030567719
"волнистый",0,0.0016075232,0,0.0035859943,0.0018078279,0.0003820965
"воробей",0,0.0032150464,0.0097727828,0.0009634014,0.0018078279,0.0089792674
"выбегать",0.0041725778,0.0008037616,0,0.002301459,0.0054234837,0.0045851578
"глядеться",0,0.0008037616,0,0.0036395166,0.0018078279,0.0003820965
"глядь",0,0,0.0048863914,0.002836682,0,0.0034388684
"гостиная",0,0.0008037616,0,0.0038000835,0,0
"губитель",0,0,0,0.0036930389,0.0036156558,0.0001910482
"губительный",0,0,0,0.0038000835,0.0018078279,0
"дико",0,0,0,0.0038536058,0,0
"доколе",0,0,0,0.0038536058,0,0
"изящный",0,0,0,0.0038536058,0,0
"камена",0,0,0,0.0038536058,0,0
"круговой",0,0,0,0.0035859943,0.0036156558,0.0005731447
"кружок",0,0.0048225696,0.0048863914,0.0025155482,0.0018078279,0.0032478201
"купаться",0.0041725778,0.0120564241,0,0.0015521468,0.0018078279,0.0049672543
"любой",0.0041725778,0.0064300928,0,0.0021944144,0.0036156558,0.0038209649
"неразумный",0.0083451556,0.004018808,0,0.0006957899,0.0072313116,0.0091703157
"обливаться",0.0125177335,0.0056263312,0,0.0017127137,0.0090391395,0.0047762061
"обычный",0,0,0,0.0038536058,0,0
"омывать",0,0,0,0.0036395166,0.0054234837,0.0001910482
"па",0,0,0.0048863914,0.0038000835,0,0
"парча",0.0041725778,0.0008037616,0.0146591742,0.0021408921,0.0054234837,0.0045851578
"пеший",0.0041725778,0.0024112848,0.0048863914,0.001766236,0,0.0064956403
"подвластный",0,0.0016075232,0.0097727828,0.0036395166,0,0
"преграда",0,0,0,0.0038000835,0.0018078279,0
"пропивать",0.0041725778,0.0064300928,0,0.0001070446,0,0.0116539429
"раздор",0,0.0016075232,0,0.0036395166,0,0.0003820965
"ровня",0.0041725778,0.0136639473,0.0097727828,0.0002140892,0.0036156558,0.0087882192
"рожа",0,0,0.0048863914,0.0032113382,0,0.0021015307
"сахар",0.0041725778,0.004018808,0,0.0008563568,0.0018078279,0.0093613639
"сахарный",0.0041725778,0.004018808,0.0048863914,0.0006957899,0.0018078279,0.0097434604
"светильник",0,0,0,0.0038536058,0,0
"свыше",0,0,0,0.0038536058,0,0
"сенной",0.0041725778,0.0024112848,0.0097727828,0.0002676115,0,0.0116539429
"созывать",0.0041725778,0.0016075232,0.0048863914,0.002301459,0.0018078279,0.0045851578
"сравнивать",0,0,0,0.0037465612,0.0036156558,0
"тем",0,0.0008037616,0,0.0034789497,0,0.0011462895
"тянуть",0.0083451556,0,0,0.0028902043,0.0018078279,0.0028657237
"утолять",0,0,0,0.0037465612,0,0.0003820965
"будущее",0,0,0,0.0036930389,0.0036156558,0
"владимир",0,0,0,0.0035859943,0,0.000764193
"голубок",0.0083451556,0.008037616,0.0048863914,0.0011239684,0.0072313116,0.006304592
"громов",0.0083451556,0,0,0.0034789497,0,0.000764193
"далее",0,0,0,0.0036395166,0,0.0005731447
"держаться",0,0,0,0.0034789497,0.0018078279,0.0009552412
"деяние",0,0,0,0.0037465612,0,0.0001910482
"досель",0,0,0,0.0038000835,0,0
"евгений",0,0,0,0.0038000835,0,0
"заслуживать",0,0,0,0.0036930389,0,0.0003820965
"заходить",0,0.0112526625,0,0.0016591914,0.0018078279,0.0047762061
"игрушка",0,0,0,0.0036395166,0.0018078279,0.0003820965
"испытание",0,0,0,0.0038000835,0,0
"камин",0,0,0,0.0038000835,0,0
"литва",0,0,0,0.0019268029,0,0.0066866885
"метель",0,0.0008037616,0,0.003532472,0.0072313116,0
"мужество",0,0,0,0.0038000835,0,0
"насилу",0,0.004018808,0.0048863914,0.0026225928,0,0.0030567719
"начальник",0,0.0016075232,0,0.0033183828,0,0.0013373377
"невский",0,0,0,0.0035859943,0.0018078279,0.0005731447
"недостойный",0,0,0.0195455656,0.003532472,0,0.0001910482
"нектар",0,0,0,0.0038000835,0,0
"относить",0,0.0016075232,0.024431957,0.0020338475,0.0072313116,0.0042030614
"полевой",0.0083451556,0.0008037616,0.0097727828,0.0025690705,0.0054234837,0.0028657237
"появляться",0,0.0032150464,0.0048863914,0.0026225928,0.0072313116,0.0024836272
"приникать",0,0,0,0.0038000835,0,0
"промысел",0,0.0064300928,0,0.0026225928,0,0.0026746754
"просвещать",0,0.0032150464,0,0.0022479367,0,0.0047762061
"разорять",0.0041725778,0.0168789937,0,0.0013380576,0.0018078279,0.0043941096
"расстилаться",0.0083451556,0.004018808,0,0.0017127137,0.0054234837,0.0055403991
"рождать",0,0,0,0.0036395166,0.0018078279,0.0003820965
"серп",0,0.0024112848,0,0.0031578159,0.0054234837,0.0011462895
"совершаться",0,0,0.0048863914,0.0037465612,0,0
"сынок",0,0.0072338544,0.0048863914,0.0018732806,0.0018078279,0.0047762061
"твердыня",0,0,0,0.0038000835,0,0
"творческий",0,0,0,0.0038000835,0,0
"тлеть",0,0.0008037616,0,0.0037465612,0,0
"тростник",0,0,0,0.0038000835,0,0
"тын",0.0041725778,0.0072338544,0.0097727828,0.0002676115,0,0.0103166051
"упрямый",0,0.0008037616,0,0.0034254274,0,0.0011462895
"федор",0,0.0225053249,0,0.0010704461,0,0.0043941096
"эдем",0,0,0,0.0038000835,0,0
"ароматный",0,0,0,0.0037465612,0,0
"басня",0,0,0,0.0034789497,0,0.0009552412
"возвышать",0,0,0,0.0037465612,0,0
"времячко",0.0333806225,0.0016075232,0,0,0.0036156558,0.0110807981
"выспрашивать",0.0125177335,0.0112526625,0,0.0001070446,0,0.0097434604
"выше",0,0,0.0048863914,0.0023549813,0.0018078279,0.0045851578
"докучный",0,0,0,0.0037465612,0,0
"жестоко",0,0,0.0048863914,0.0036395166,0.0018078279,0
"замысел",0,0,0,0.0036930389,0.0018078279,0
"зевс",0,0,0,0.0037465612,0,0
"изгонять",0,0,0,0.0037465612,0,0
"измученный",0,0,0,0.0036930389,0.0018078279,0
"икона",0,0.0024112848,0,0.0033719051,0.0036156558,0.0003820965
"италия",0,0,0,0.0037465612,0,0
"корова",0.0041725778,0.0008037616,0.024431957,0.0013915799,0,0.007068785
"лапа",0,0,0,0.003532472,0,0.000764193
"лестница",0,0,0,0.003532472,0,0.000764193
"лунный",0,0,0,0.0037465612,0,0
"мрачно",0,0,0,0.0037465612,0,0
"небрежно",0,0,0,0.0037465612,0,0
"няня",0,0,0,0.0037465612,0,0
"обедать",0.0125177335,0.004018808,0.0048863914,0.0027296374,0,0.0019104824
"обнаженный",0,0,0,0.0037465612,0,0
"овес",0,0.0088413776,0.0048863914,0.0010704461,0.0126547953,0.0059224955
"овладевать",0,0,0,0.0037465612,0,0
"огневой",0,0,0,0.0035859943,0.0054234837,0
"олива",0,0,0,0.0037465612,0,0
"оседлывать",0.0041725778,0.004018808,0,0.0013380576,0.0108469674,0.006304592
"отцветать",0,0,0,0.0034254274,0.0090391395,0.0001910482
"ошибаться",0,0.0008037616,0,0.0035859943,0.0018078279,0.0001910482
"параша",0,0.0112526625,0.0048863914,0.0018732806,0,0.0038209649
"побледнеть",0,0,0,0.0031578159,0.0072313116,0.0013373377
"почивать",0,0.0032150464,0.0048863914,0.0026761151,0.0036156558,0.0024836272
"пощада",0,0.0008037616,0,0.003532472,0.0036156558,0.0001910482
"пурпурный",0,0,0,0.0037465612,0,0
"равнодушно",0,0,0,0.0036930389,0.0018078279,0
"радовать",0,0,0,0.0032113382,0.0180782789,0
"раскрасавица",0.0125177335,0.0064300928,0.0097727828,0.0001070446,0.0108469674,0.0093613639
"робеть",0,0.0008037616,0,0.0034789497,0,0.000764193
"ронять",0.0083451556,0.0096451393,0,0.0018732806,0.0072313116,0.0032478201
"сухота",0.0041725778,0.0184865169,0.0097727828,0,0.0018078279,0.0082150745
"таинственно",0,0,0,0.0037465612,0,0
"укрываться",0,0.0008037616,0,0.003532472,0.0054234837,0
"утирать",0.0208628891,0.0160752321,0.0048863914,0.0007493122,0.0072313116,0.0049672543
"часовой",0,0.0016075232,0,0.0025690705,0,0.0038209649
"барский",0,0.0088413776,0,0.0022479367,0.0018078279,0.0028657237
"березонька",0.0166903113,0.0225053249,0,0,0.0090391395,0.0061135438
"благоухать",0,0,0,0.0036930389,0,0
"гранитный",0,0,0,0.0036395166,0.0018078279,0
"делиться",0,0,0,0.0033183828,0.0126547953,0
"дерзость",0,0,0,0.0036930389,0,0
"жалобный",0.0083451556,0.004018808,0,0.002836682,0.0036156558,0.0013373377
"здравие",0,0,0.0048863914,0.0033719051,0,0.0009552412
"золовка",0.0041725778,0.0056263312,0,0.0001605669,0,0.0110807981
"зрелый",0,0.0016075232,0,0.0027831597,0,0.0028657237
"кнут",0,0.0048225696,0.0048863914,0.0016591914,0.0018078279,0.0057314473
"короткий",0.0041725778,0.0024112848,0,0.002997249,0.0018078279,0.0015283859
"ласково",0,0,0.0146591742,0.0026761151,0.0144626232,0.0015283859
"миллион",0,0,0,0.0036930389,0,0
"наглядеться",0.0125177335,0.0112526625,0,0.0007493122,0.0108469674,0.0061135438
"нетерпеливый",0,0,0,0.0036395166,0,0.0001910482
"окровавленный",0,0,0,0.0035859943,0,0.0003820965
"перчатка",0,0.0016075232,0,0.0030507713,0,0.0019104824
"песчаный",0,0,0,0.0033719051,0.0090391395,0.0001910482
"привычный",0,0,0,0.0035859943,0.0036156558,0
"придавать",0,0.0064300928,0,0.0025155482,0,0.0026746754
"придумывать",0.0083451556,0.0048225696,0.0048863914,0.0018197583,0.0054234837,0.0043941096
"прильнуть",0,0,0,0.0036930389,0,0
"проведывать",0,0.0008037616,0.0048863914,0.0023549813,0,0.0043941096
"свежесть",0,0,0,0.0036930389,0,0
"семеро",0,0.0048225696,0.0195455656,0.0003211338,0,0.0101255569
"соловейко",0.0166903113,0.0112526625,0.0146591742,0.0001070446,0.0018078279,0.008597171
"средство",0,0,0,0.0036395166,0.0018078279,0
"статуя",0,0,0,0.0036930389,0,0
"стремнина",0,0,0,0.0036930389,0,0
"тафта",0.0083451556,0.0024112848,0.0293183484,0.0004817007,0.0018078279,0.0091703157
"тешить",0.0041725778,0,0.0048863914,0.002997249,0.0036156558,0.0017194342
"увидеться",0,0.0024112848,0.0048863914,0.0026761151,0.0198861068,0.000764193
"чаять",0.0083451556,0.0048225696,0.0097727828,0.0014451022,0,0.0061135438
"юбка",0,0.004018808,0.0048863914,0.0012845353,0,0.0074508815
"александр",0,0,0,0.003532472,0,0.0003820965
"ау",0.0083451556,0.0056263312,0.0195455656,0.0001605669,0.0036156558,0.0095524122
"безответный",0,0,0,0.0033183828,0.0072313116,0.0003820965
"белила",0.0125177335,0.008037616,0.0048863914,0.0002140892,0,0.0095524122
"воинственный",0,0,0,0.0036395166,0,0
"вол",0,0,0,0.0034789497,0,0.0005731447
"всемирный",0,0,0,0.0036395166,0,0
"голубочек",0.0041725778,0.0128601857,0,0.0003211338,0.0216939347,0.006304592
"грешник",0,0,0,0.0035859943,0.0018078279,0
"дарование",0,0,0,0.0036395166,0,0
"дорожить",0,0,0,0.0035859943,0.0018078279,0
"драть",0,0.0032150464,0,0.0022479367,0,0.0042030614
"дружечка",0.0208628891,0,0.0097727828,0,0,0.0116539429
"заслуга",0,0,0,0.0035859943,0.0018078279,0
"китай",0.0166903113,0.0008037616,0.0048863914,0.0008028345,0,0.0089792674
"колодезь",0.0041725778,0.0120564241,0.0048863914,0.0009098791,0,0.0064956403
"колпак",0,0,0,0.0032113382,0,0.0015283859
"министр",0,0,0,0.0034254274,0,0.000764193
"мундир",0,0,0.0097727828,0.0033183828,0,0.000764193
"начинаться",0,0.0008037616,0,0.0034789497,0,0.0003820965
"нянька",0.0208628891,0.0008037616,0,0.0009098791,0,0.008597171
"обреченный",0,0,0,0.0035859943,0.0018078279,0
"объяснять",0,0,0,0.0034254274,0.0018078279,0.0005731447
"около",0,0.0016075232,0,0.0023549813,0.0054234837,0.0036299166
"окрестность",0,0,0,0.0036395166,0,0
"погодить",0.0166903113,0.0016075232,0,0.0023549813,0.0072313116,0.0026746754
"подлец",0.0041725778,0.0056263312,0,0.0024085036,0,0.0028657237
"поступать",0,0.0008037616,0,0.0032113382,0.0018078279,0.0011462895
"пощадить",0,0,0,0.0035859943,0.0018078279,0
"притворный",0,0,0,0.0034254274,0.0036156558,0.0003820965
"разрешать",0,0,0,0.0036395166,0,0
"распроститься",0,0.0128601857,0.0146591742,0.0008028345,0.0090391395,0.0055403991
"свататься",0,0.0064300928,0.0195455656,0.0003211338,0,0.0095524122
"синева",0,0.0008037616,0,0.0035859943,0,0
"скат",0,0,0,0.003532472,0,0.0003820965
"смятенный",0,0,0,0.0036395166,0,0
"сосенка",0.0166903113,0.0048225696,0.0048863914,0.0001605669,0.0054234837,0.0097434604
"султан",0,0.0024112848,0,0.0034254274,0,0.0001910482
"тайком",0,0,0,0.0033183828,0.0090391395,0.0001910482
"точь",0,0,0,0.003532472,0.0036156558,0
"увядать",0,0,0,0.0034254274,0.0072313116,0
"украшение",0.0041725778,0,0,0.0034789497,0,0.0003820965
"факел",0,0,0,0.0036395166,0,0
"хвалиться",0,0.0056263312,0,0.0021408921,0.0036156558,0.0036299166
"чума",0,0,0,0.0035859943,0.0018078279,0
"шорох",0,0,0,0.0036395166,0,0
"безнадежный",0,0,0,0.0034789497,0.0036156558,0
"величать",0,0.0024112848,0,0.0026225928,0.0018078279,0.0026746754
"взволновать",0,0,0,0.0034789497,0.0018078279,0.0001910482
"винцо",0.0083451556,0.0096451393,0.0048863914,0.0002140892,0,0.0091703157
"волконский",0,0.0064300928,0,0.0001070446,0,0.0108897499
"врач",0,0,0,0.0034254274,0,0.0005731447
"втайне",0,0,0,0.0035859943,0,0
"высказывать",0,0,0,0.0031042936,0.0108469674,0.0005731447
"дуняша",0.0083451556,0.0128601857,0.0195455656,0,0.0036156558,0.0082150745
"душно",0,0,0,0.0033183828,0.0090391395,0
"забвенный",0,0,0,0.0035859943,0,0
"звонить",0,0.0056263312,0.0097727828,0.0016591914,0,0.0051583026
"зримый",0,0,0,0.0035859943,0,0
"зритель",0,0,0,0.0035859943,0,0
"клониться",0.0041725778,0.004018808,0,0.002301459,0.0108469674,0.0022925789
"ключничок",0,0,0,0,0,0.0128002323
"кое",0,0,0,0.0035859943,0,0
"коза",0,0.004018808,0.0048863914,0.0020338475,0,0.0043941096
"ледяной",0,0,0,0.0034789497,0.0018078279,0.0001910482
"лилея",0,0,0,0.0035859943,0,0
"маиор",0,0,0,0,0,0.0128002323
"май",0,0,0,0.0034789497,0,0.0003820965
"межа",0.0041725778,0.004018808,0.0048863914,0.0013915799,0,0.0064956403
"небрежный",0,0,0,0.0035859943,0,0
"негодяй",0.0125177335,0.0016075232,0.0195455656,0.000535223,0,0.0091703157
"нисходить",0,0,0,0.0035859943,0,0
"пестреть",0,0,0,0.0035859943,0,0
"помышлять",0.0041725778,0.0008037616,0.0048863914,0.0031578159,0.0036156558,0.0005731447
"постынуть",0.0083451556,0.0024112848,0,0.002301459,0.0144626232,0.0021015307
"припоминать",0,0,0,0.0034789497,0.0018078279,0.0001910482
"проигрывать",0,0.0016075232,0,0.0023549813,0,0.0040120131
"прыгать",0,0,0,0.0035859943,0,0
"разбойничек",0,0.0249166097,0,5.35223027435532E-005,0,0.0066866885
"рассердиться",0,0.0120564241,0,0.0013380576,0.0072313116,0.0043941096
"священник",0,0,0.0048863914,0.0034254274,0,0.0003820965
"сострадание",0,0,0,0.0035859943,0,0
"сребро",0,0,0,0.0033719051,0.0036156558,0.0003820965
"странно",0,0,0,0.0035859943,0,0
"танцевать",0,0.0088413776,0.0195455656,0.0018732806,0,0.0032478201
"уважать",0,0.0008037616,0,0.002997249,0,0.0019104824
"укрывать",0.0166903113,0.0032150464,0,0.0024620259,0.0018078279,0.0022925789
"учтивый",0.0041725778,0.0008037616,0,0.0031042936,0,0.0013373377
"холоп",0,0.004018808,0,0.0011239684,0,0.007832978
"часок",0.0125177335,0.0072338544,0,0.0007493122,0.0036156558,0.0074508815
"чернобров",0,0.0088413776,0.0048863914,0.0001605669,0.0018078279,0.0097434604
"чудной",0,0,0,0.0034254274,0.0018078279,0.0003820965
